Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Decade of progress in motor functional neurological disorder: continuing the momentum","Advances in diagnosis, mechanisms, aetiologies, treatments, and stigma in motor functional neurological disorder have led to improved understanding and treatment options.","D. Perez, M. Edwards, G. Nielsen, K. Kozlowska, M. Hallett, Jr W Curt LaFrance, Jr Dr W Curt LaFrance, Psychiatry and Neurology",2021,116,"Functional neurological disorder (FND) is a prevalent, disabling and costly condition at the neurology-psychiatry intersection. After being marginalised in the late 20th century, there has been renewed interest in this field. In this article, we review advances that have occurred over the past decade (2011-2020) across diagnosis, mechanisms, aetiologies, treatments and stigma in patients with motor FND (mFND, that is, functional movement disorder and functional limb weakness). In each content area, we also discuss the implications of recent advances and suggest future directions that will help continue the momentum of the past decade. In diagnosis, a major advance has been the emphasis on rule-in physical signs that are specific for hyperkinetic and hypokinetic functional motor symptoms. Mechanistically, greater importance has been given to determining 'how' functional neurological symptoms develop, highlighting roles for misdirected attention, expectation and self-agency, as well as abnormal influences of emotion/threat processing brain areas on motor control circuits. Aetiologically, while roles for adverse life experiences remain of interest in mFND, there is recognition of other aetiologic contributors, and efforts are needed to investigate links between aetiological factors and mechanisms. This decade has seen the first randomised controlled trials for physiotherapy, multidisciplinary rehabilitation and psychotherapy performed in the field, with consensus recommendations for physiotherapy, occupational therapy and outcome measures also published. Across patients, clinicians, healthcare systems and society, stigma remains a major concern. While challenges persist, a patient-centred integrated clinical neuroscience approach is primed to carry forward the momentum of the past decade into the future.","","Journal of Neurology, Neurosurgery, and Psychiatry","1","10.1136/jnnp-2020-323953","https://consensus.app/papers/decade-of-progress-in-motor-functional-neurological-perez-edwards/faca6f7eff4856c7acdcbbf2e5def3d9/"
"Exploring neuropsychiatric symptoms in Friedreich ataxia","Neuropsychiatric symptoms, particularly emotion dysregulation and decreased motivation, are common in Friedreich ataxia patients and should be considered for therapeutic intervention.","Simona Karamazovova, Lucie Stovickova, Dylan J. Jester, V. Matušková, Jaroslava Paulasová-Schwabová, Michaela Kuzmiak, Alena Zumrova, Ross Andel, M. Vyhnálek",2024,5,"Neuropsychiatric symptoms (NPS) are common in hereditary ataxias as a part of the cerebellar cognitive affective syndrome. In Friedreich ataxia (FRDA), one of the most common hereditary ataxias, depressive symptoms were previously reported, but little is known about other NPS. We aimed to study the presence and severity of a broad range of NPS in individuals with FRDA and assess the relationship between the NPS and the disease severity, cognition, and quality of life and to examine the concordance between the NPS reported by the patients and by their informants. Mild Behavioral Impairment Checklist (MBI-C), a questionnaire designed for screening NPS in the early stages of neurodegenerative diseases, was administered to informants of individuals with FRDA and healthy controls and to people with FRDA themselves. Compared to healthy controls, patients with FRDA scored significantly higher in the total MBI-C score, emotion dysregulation domain (corresponding to depression and anxiety), and decreased motivation domain. When assessed by caregiver, the total MBI-C score and several NPS domains correlated with activities of daily living. Only psychotic symptoms were related to ataxia severity and general cognition. When endorsed by patients, only the relation between few MBI-C domains and quality of life was observed. We found slight to moderate agreement between informant-rated and patient-rated scores. NPS, particularly emotion dysregulation and decreased motivation, are common and clinically relevant in FRDA and should receive more attention due to their potential impact on quality of life and the possibility of therapeutic intervention.","non-rct observational study","Scientific Reports","1","10.1038/s41598-024-80258-9","https://consensus.app/papers/exploring-neuropsychiatric-symptoms-in-friedreich-karamazovova-stovickova/89e83207e4cd59b79e74418ad4a805ac/"
"Toward a Precision Medicine Approach to the Outpatient Assessment and Treatment of Functional Neurological Disorder.","","D. Perez, S. Finkelstein, C. Adams, Aneeta Saxena",2023,7,"","","Neurologic clinics","2","10.1016/j.ncl.2023.02.006","https://consensus.app/papers/toward-a-precision-medicine-approach-to-the-outpatient-perez-finkelstein/d7f091d1b6685f1d87736c0749126275/"
"An empowerment-psycho-behavioral program on neuropsychiatric symptoms in persons with mild cognitive impairment: Study protocol of a randomized controlled trial.","An empowerment-psycho-behavioral program may improve neuropsychiatric symptoms and overall health outcomes in persons with mild cognitive impairment.","R. Lin, D. Yu, Patsy Pui Hing Chau, P. Li",2021,4,"Neuropsychiatric symptoms (NPS) are highly prevalent among persons with mild cognitive impairment (PwMCI). However, the mainstay of treatments only focuses on cognitive training. This study develops an empowerment-psycho-behavioural programme to improve the NPS and other health outcomes of this preclinical cohort. The empirical effects and the participants' perception and experience of the programme will be explored. This sequential mixed-method study comprises a single-blind randomized controlled trial and a qualitative study. This study will recruit 250 PwMCI from the community and randomize them to either the intervention group to receive a 13-week empowerment-psycho-behavioural programme which focuses on promoting cognitive coping and stress adaptation, or the control group to receive a health education programme which serves as an attention placebo with content unrelated to dementia. The primary outcome is NPS, and the secondary outcomes include cognitive function, subjective memory complaints and health-related quality of life. These outcomes will be measured at baseline, upon completing the programme and 4 weeks thereafter. A purposive sample of 30 participants from the intervention group will be interviewed for their engagement experience in the programme. This study received funding support in July 2020. Given the high prevalence and detrimental effects of NPS on disease progression, effective management is yet to be determined. Underpinned by the Progressively Lowered Stress Threshold (PLST) Model, the empowerment-psycho-behavioural programme is designed. Results on the outcome-based evaluation and the patients' experience can advance the science in this under-addressed area. This study enhances our understanding of the PLST Model in explaining the manifestations of NPS by the stress-coping disequilibrium at the early disease stage. It will shed important insight into the care management of MCI to attend both cognition function and psychological well-being in research and clinical context. This study is registered in the ClinicalTrials.gov (NCT04723667) and the HKU Clinical Trials Registry (HKUCTR-2915).","rct","Journal of advanced nursing","1","10.1111/jan.14871","https://consensus.app/papers/an-empowermentpsychobehavioral-program-on-lin-yu/c0cef99e6be652908df808f4d6f6694e/"
"Diet and Mental Health: Review of the Recent Updates on Molecular Mechanisms","Dietary factors and bioactive molecules like omega-3 fatty acids and polyphenols can positively impact brain health by modulating neurogenesis, synaptic plasticity, and microglia activation.","J. Godos, W. Currenti, D. Angelino, P. Mena, Sabrina Castellano, F. Caraci, F. Galvano, D. Del Rio, R. Ferri, Giuseppe Grosso",2020,211,"Over the last decades, there has been a substantial increase in the prevalence of mental health disorders, including an increased prevalence of depression, anxiety, cognitive, and sleep disorders. Diet and its bioactive components have been recognized among the modifiable risk factors, possibly influencing their pathogenesis. This review aimed to summarize molecular mechanisms underlying the putative beneficial effects toward brain health of different dietary factors, such as micro- and macronutrient intake and habits, such as feeding time and circadian rhythm. The role of hormonal homeostasis in the context of glucose metabolism and adiponectin regulation and its impact on systemic and neuro-inflammation has also been considered and deepened. In addition, the effect of individual bioactive molecules exerting antioxidant activities and acting as anti-inflammatory agents, such as omega-3 fatty acids and polyphenols, considered beneficial for the central nervous system via modulation of adult neurogenesis, synaptic and neuronal plasticity, and microglia activation has been summarized. An overview of the regulation of the gut-brain axis and its effect on the modulation of systemic inflammation and oxidative stress has been provided. Finally, the impact of bioactive molecules on inflammation and oxidative stress and its association with brain health has been summarized.","","Antioxidants","1","10.3390/antiox9040346","https://consensus.app/papers/diet-and-mental-health-review-of-the-recent-updates-on-godos-currenti/817432975dab537bb22148d715f9080c/"
"Depression and lifestyle: Focusing on nutrition, exercise, and their possible relevance to molecular mechanisms","Lifestyle factors, such as diet, exercise, and sleep, play a significant role in depression, with interventions to modify these habits potentially improving mental health and reducing depressive symptoms.","H. Kunugi",2023,61,"Accumulating evidence has suggested the important role of lifestyle factors in depressive disorder. This paper aimed to introduce and outline recent research on epidemiological and intervention studies on lifestyle-related factors in depressive disorder with a special focus on diet. Evidence on exercise, sleep. and related behaviors is also described. Here, findings from meta-analytic studies are emphasized and related studies by the author's research group are introduced. Dietary factors that increase the risk of the illness include energy overload, skipping breakfast, unhealthy diet styles such as Western diet, inflammation-prone diet, and high consumption of ultraprocessed food (UPF). Nutritional imbalances such as inadequate intake of protein, fish (Ω3 polyunsaturated fatty acids), vitamins (folate and vitamin D), and minerals (iron and zinc) increases the risk of depression. Poor oral hygiene, food allergy, addiction to alcohol, and smoking constitute risk factors. Sedentary lifestyle and increased screen time (e.g. video games and the internet) confer the risk of depression. Insomnia and disturbed sleep-wake rhythm are also involved in the pathogenesis of depression. There is accumulating evidence at the meta-analysis level for interventions to modify these lifestyle habits in the protection and treatment of depressive disorder. Main biological mechanisms of the link between lifestyle factors and depression include monoamine imbalance, inflammation, altered stress response, oxidative stress, and dysfunction of brain-derived neurotrophic factor, although other players such as insulin, leptin, and orexin also play a role. To increase resilience to modern stress and ameliorate depression through modification of lifestyle habits, a list of 30 recommendable interventions is presented.","meta-analysis","Psychiatry and Clinical Neurosciences","1","10.1111/pcn.13551","https://consensus.app/papers/depression-and-lifestyle-focusing-on-nutrition-exercise-kunugi/29a07472a7e25e27af6f93c426596a07/"
"Exploring therapeutic interventions for functional neurological disorders: a comprehensive scoping review","Multidisciplinary treatments with a stepped care model may better suit individual complexities in functional neurological disorders.","Francesca Sireci, Federica Ragucci, Chiara Menozzi, M. P. Cabboi, L. Picchetto, M. C. Bassi, Luca Ghirotto, F. Cavallieri, Cristina Pedroni, F. Valzania",2024,1,"Functional Neurological Disorders (FNDs) are characterized by the symptoms experienced by the individuals but also by how they express personal experiences and concerns related to the clinical condition. Access to care programs for functional neurological symptoms appears challenging and may entail circular, self-perpetuating healthcare pathways. Given the challenging and misleading interpretations around FND, in advocating for care pathways beyond medical therapies, we designed a scoping review to map recently suggested practices and interventions. We identified 31 relevant papers published between January 2018 and December 2022. Most of the literature was gathered from the US and UK healthcare experiences, with documented interventions provided by multi-professional teams or stand-alone psychotherapists. We found different care pathways addressing either motor or non-motor manifestations. Persons with Functional Motor Disorder are more likely to be referred to physical therapy first, while Persons suffering from Non-Epileptic Seizures are to mental health services. A narrow focus was given to minor components of multimodal approaches (e.g. social workers, and occupational therapists). High heterogeneity was found between assessment instruments as well, reflecting different perspectives in selecting treatment outcomes (e.g., reduction of non-epileptic events, psychological functioning, motor symptoms). Among healthcare professionals, neurologists and (neuro)psychiatrists are typically engaged in formulating and delivering diagnoses, while treatment is often administered by physiotherapists and/or psychologists. In the context of FNDs, the complex etiopathological nature of the condition, including comorbidities, suggests the recommendation of multidisciplinary treatments adopting a stepped care model progressing from standard to higher level individualized modules may better suit individual complexities.","systematic review","Journal of Neurology","1","10.1007/s00415-024-12441-x","https://consensus.app/papers/exploring-therapeutic-interventions-for-functional-sireci-ragucci/5bcf4d68522259d384680c15b95a8316/"
"Functional Neurological Disorder and Autism Spectrum Disorder: A Complex and Potentially Significant Relationship","Functional neurological disorder and autism spectrum disorder may co-occur more frequently than previously acknowledged, with notable overlaps in clinical presentations and pathophysiology.","Belén González-Herrero, F. Happé, Timothy R Nicholson, F. Morgante, J. Pagonabarraga, Q. Deeley, Mark J. Edwards",2024,14,"Functional neurological disorder (FND) and autism spectrum disorder (ASD) are two complex neuropsychiatric conditions that have been historically classified within psychiatric domains, resulting in a lack of extensive research, insufficient clinical recognition, and persistent societal stigma. In recent years, there has been an increasing recognition among professionals and affected individuals of their possible overlap. This review explores the potential clinical and mechanistic overlap between FND and ASD, with particular attention to shared symptoms across sensory, motor, and psychiatric domains. We conducted a narrative analysis utilizing the PubMed, CINAHL, MEDLINE, and ScienceDirect databases from inception to June 2024. The search employed specific MeSH terms related to ASD and FND. Given the limited data availability, we included all relevant articles that explored the potential connections between FND and ASD, focusing on established findings and theoretical hypotheses areas. Scientific evidence indicates that FND and ASD may co-occur more frequently than previously acknowledged and with notable overlaps in their clinical presentations and pathophysiology. Theoretical models that have been applied to FND and ASD, such as the Bayesian brain theory and the tripartite model of autism, may provide valuable insights into the intersection of these conditions. Although much of the current evidence remains speculative, it underscores the need for hypothesis-driven research to investigate these potential connections further. ASD and FND are heterogeneous conditions that appear to co-occur in a subset of individuals, with overlapping symptomatology and possibly shared underlying mechanisms. This hypothesis-generating review emphasizes the need for further research to better understand these links, ultimately aiming to improve clinical recognition and develop targeted interventions that enhance the quality of life for affected individuals.","systematic review","Brain and Behavior","2","10.1002/brb3.70168","https://consensus.app/papers/functional-neurological-disorder-and-autism-spectrum-gonz%C3%A1lez-herrero-happ%C3%A9/af24519c0bd35e8f98d4498422e88b12/"
"Investigating psychobiological causes and mechanisms in functional seizures and functional motor symptoms: Study protocol","This study aims to elucidate shared and distinct aetiological factors and mechanisms in functional neurological disorder subtypes, functional seizures and functional motor symptoms, potentially revealing important targets for prevention and treatment.","Susannah Pick, A. David, Mark J Edwards, Laura H Goldstein, John Hodsoll, L. Millman, Timothy R. Nicholson, Antje A T S Reinders, B. Stanton, J. Winston, Mitul A. Mehta, T. Chalder, M. Hotopf",2024,2,"Advances have been made in understanding the aetiology of functional neurological disorder (FND); however, its pathophysiological mechanisms have not been definitively demonstrated. Evidence suggests interacting roles for altered emotional processing and interoception, elevated autonomic arousal, and dissociation, but there is limited evidence demonstrating their causal influence on specific FND symptoms. Our superordinate aim is to elucidate potentially shared and distinct aetiological factors and mechanisms in two common FND subtypes, functional seizures (FS) and functional motor symptoms (FMS). This study has a multimodal, mixed between- and within-groups design. The target sample is 50 individuals with FS, 50 with FMS, 50 clinical controls (anxiety/depression), and 50 healthy controls. Potential aetiological factors (e.g., adverse life events, physical/mental health symptoms, dissociative tendencies, interoceptive insight/sensibility) will be assessed with a detailed medical history interview and self-report questionnaires. A laboratory session will include a neurocognitive battery, psychophysiological testing, cardiac interoception and time estimation tasks and an isometric handgrip task. A subsample will undergo magnetic resonance imaging, including structural, resting-state and task-based scans combined with psychophysiological recording. Remote monitoring with ecological momentary assessment and wearables will measure variability in FND symptoms and their potential predictors/correlates for ≥2 weeks in patients' daily lives. Longitudinal follow-ups at 3, 6, and 12-months will monitor longer-term outcomes in the clinical groups. This study employs multimodal research methods to rigorously examine several putative mechanisms in FND, at subjective/experiential, behavioural, and physiological levels. The study will test causal hypotheses about the role of altered emotional processing, autonomic arousal, dissociation and interoception in the initiation or exacerbation of FND symptoms, directly comparing these processes in FS and FMS to healthy and clinical controls. This is the first study of its kind, with potential to reveal important targets for prevention and treatment of FND in future.","non-rct observational study","PLOS ONE","1","10.1101/2024.05.24.24307863","https://consensus.app/papers/investigating-psychobiological-causes-and-mechanisms-in-pick-david/3d2f933e2b125670a06c3f71b7d63dc3/"
"Management of Functional Neurological Disorders: Turkiye Experience","Multidisciplinary FND rehabilitation may provide different degrees of benefit to patients based on their specific subtypes, potentially aiding in predicting treatment outcomes.","I. Yildiz, G. Yalçin Çakmakli, A. Fil Balkan, T. Demirsöz, B. Elibol, M. K. Yazici",2025,0,"Introduction Functional neurological disorder (FND) is diagnosed in approximately one-third of admissions to the general neurology outpatient clinic. Although it affects both gender in a wide age range, it occurs more frequently in women between ages of 35 and 50. As a common neuropsychiatric disorder affecting mostly young people at productive ages, FND also leads to an important socioeconomic burden. For this reason, clinical and research activities tended to increase recently in order to develop new neuroscientific approaches for the treatment of this disorder. Various new clinical centers that offer specialized and multidisciplinary treatment to FND patients, have been established around the world. Likewise, a study group was established in Hacettepe University Adult Hospital, where FND patients were started to be treated by a multidisciplinary team, by also considering the specific needs of our country’s population. Objectives Here, we aim to share the phenomenological and clinical characteristics and treatment response of patients with functional neurological disorders (FND) who received short-term inpatient multidisciplinary treatment in a university hospital between 2020 and 2023. Methods FND study group at Hacettepe University Adult Hospital was founded by 2 neurologists, 2 psychiatrists, 1 psychologist and 2 physiotherapists. Within the framework of the protocol, FND patients were first informed about the disease process by a neurologist and a psychiatrist and then followed up for further need for an inpatient multidisciplinary approach. During hospital admission in the room reserved for FND patients in the neurology ward, the treatment protocol was implemented in such a way that each session included one hour of cognitive behavioral therapy-based psychotherapy and at least 2 hours of intensive physiotherapy including FND-specific approaches for at least 5 days. Demographic and clinical characteristics of the patients were noted, their fitness levels before and after treatment were evaluated with a visual analogue scale, and the patients’ perceived improvement levels were also evaluated with VAS and recorded as a percentage. Results The majority of patients were women (19/11). The age range was wide, between 19 to 75 (average 44 years). Patients were classified under four groups based on the predominant symptom (gait disorders:15, fixed dystonia: 9, swallowing and speech problems:3, sensorial problems:3) The level of improvement perceived by the patients was the best in those with sensorial problems, and the worst in those with swallowing and speech problems (%40). Those with the lowest level of perceived wellness in terms of general health were patients with dystonia component. Conclusions Multidisciplinary FND rehabilitation may provide different degrees of benefit to FND patients of different subtypes. Our results may have the potential to contribute to clinicians and academicians in predicting treatment outcomes. Disclosure of Interest None Declared","","European Psychiatry","1","10.1192/j.eurpsy.2025.1260","https://consensus.app/papers/management-of-functional-neurological-disorders-turkiye-yildiz-%C3%A7akmakli/eabf85fd8f6156ec9335f5f57e356927/"
"Unraveling the enigma: Exploring functional neurological symptom disorder","Conversion disorder, also known as functional neurological symptom disorder, is a mental health condition characterized by physical symptoms caused by psychological factors, with the primary benefit being psychological.","Sachin Bhatti, Brijesh Saran, Nandita, Saksham Kumar",2024,0,"
 
 
 Conversion disorder, also known as functional neurological symptom disorder, is a mental health condition characterized by physical symptoms that impair voluntary motor or sensory functions. Although these symptoms may appear to be associated with another medical issue, they are actually caused by psychological factors. Importantly, they are not purposeful or related to substance abuse. The primary benefit of these symptoms is psychological, rather than social, financial, or legal.
 
 
 
 To explore the comorbidities associated with conversion disorder, to explore the different theories associated with conversion disorder.
 
 
 
 A review of indexed literature on Conversion disorder or Functional neurological symptom disorder.
 
 
 
 People with conversion disease can have symptoms at any age, including in infancy. At different ages, some symptoms are more common than others. For example, age ranges 20–29 are often linked with seizures related to conversion disorder, but age ranges 30–39 are typically associated with other movement-related symptoms. In summary conversion disorder gives a glimpse into the complicated interplay between conscious and unconscious mind. It demonstrates how mind find inventive ways to express and manage inner problems, even when it means exhibiting physical symptoms.
","literature review","Santosh University Journal of Health Sciences","","10.4103/sujhs.sujhs_16_24","https://consensus.app/papers/unraveling-the-enigma-exploring-functional-neurological-bhatti-saran/7ee502a5dcde5400afef72a1f6a93ad2/"
"Neuropsychiatric symptoms in Alzheimer's disease: Bridging mechanisms, management, and emerging innovations.","Effective care for neuropsychiatric symptoms in Alzheimer's disease requires integrating pharmacologic and non-pharmacologic strategies, based on a deeper understanding of disease biology and patient experience.","Deborah K Rose, Constantine G. Lyketsos, Paul B. Rosenberg, M. Nowrangi",2025,0,"","","Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics","1","10.1016/j.neurot.2025.e00788","https://consensus.app/papers/neuropsychiatric-symptoms-in-alzheimers-disease-rose-lyketsos/dfafc6c1f7c5514ebe787bd53c4cb977/"
"Managing functional disorders: opportunities and threats","Functional disorders, often referred to as ""somatic symptom disorders,"" have a multifactorial origin and can be managed effectively with GPs, despite challenges and threats.","H. Liira",2020,3,"Approximately, 10–15% of patients treated by general practitioners (GPs) consult because of symptoms that cannot be easily diagnosed with existing diagnostic coding systems. These symptoms have been called ‘medically unexplained physical symptoms’, ‘MUPS’ or ‘MUS’, and especially in North America as ‘somatic symptom disorders’. The Research Clinic for Functional Disorders and Psychosomatics in Aarhus, Denmark is a GP led clinic that pursues a research agenda in this field. It has applied the terms ‘functional disorders’, ‘health anxiety’ and ‘bodily distress syndrome’, which is also a new ICD-11 code. A lot of criticism from patient organizations has been focused on the term ‘functional disorders’ and all psychological treatments for them. The criticism stems from some patient representatives still believing these disorders to have a solely biological origin. Chronic fatigue syndrome (CFS) and its causes are particularly debated. However, an increasing amount of research evidence exists to support the term ‘functional’ instead of medically unexplained [1,2]. These disorders most likely have a multifactorial origin, including genetic, predisposing and triggering factors. Stress is prevalent [3], and even toxic stress experienced in childhood is linked to these conditions [4]. The central mechanism in functional disorders appears to be a sensitization of the central nervous system, which can cause a multitude of symptoms from the overactive autonomous nervous system [2]. Recent imaging studies that used functional MRI, support this theory [1]. A worrying phenomenon is that researchers working on functional disorders, especially CFS, face harsh online abuse and harassment. Like many leading scientists, Michael Sharpe, an Oxford based psychologist, quit the CFS research last year saying that the field had become ‘too toxic’ [5]. Guidelines editors and health policy makers have experienced similar campaigning from the CFS community. Another threat is the increasing shortage of continuity of care in general practice. In Denmark, the number of GPs decreases while population ages and the demands increase [6]. Similarly, in Norway, there is an ongoing recruitment crisis of GPs [7]. In Finland, a health care reform has been attempted for 15 years to improve the suffering primary health care, without success. Continuity of care and the context of general practice are crucial for diagnostic knowing [8], a basic skill needed with the complex functional disorders. A third challenge relates to potential medical overuse. Patients with functional disorders cause diagnostic challenges and often experience excessive diagnostic testing, which is another and costly threat in their management. Medical overuse is a dilemma for GPs, and they understand the potential harm it may cause to patients [9]. Excessive testing, uncertainty and negative expectations cause harmful nocebo effects that can develop into somatic symptoms and anxiety [10]. On the other hand, the placebo-nocebo research provides new insights into the patient encounter [11]. With functional disorders, explaining the nocebo effects may help patient understand the worsening of symptoms. Focusing less on symptoms and more on cure reduces the nocebo effects. At the same time, the placebo effects such as trust, hope, continuity of care and good communication form essential parts of the cure. Finally, the term ‘functional’ may also entail optimism. It means that no permanent injury has taken place and that the disorder is reversible. The sensitized central nervous system may be retrained. To help educating patients in this process, there are useful Internet resources such as the site created by the Scottish neurologist Jon Stone: neurosymptoms.org. A patient organization, FND Hope, empowers and supports patients with functional neurological disorders. There is evidence from a Cochrane review that cognitive behavioral therapy (CBT) reduces somatic symptoms [12]. However, CBT is not widely available and modifications suitable for large groups of patients are necessary. Psychoeducation in groups can alleviate the symptoms in these patients [13]. Web-based, guided self-help is another promising alternative [14]. Nevertheless, general practice needs courageous researchers and further development of interventions to tackle the burden of illness by functional disorders.","","Scandinavian Journal of Primary Health Care","2","10.1080/02813432.2020.1718304","https://consensus.app/papers/managing-functional-disorders-opportunities-and-threats-liira/2bc76c4ae92c5a998a16ee5a4bc5b16d/"
"Somatic symptom disorder in patients with post-COVID-19 neurological symptoms: a preliminary report from the somatic study (Somatic Symptom Disorder Triggered by COVID-19)","Most patients with unexplained long-lasting neurological symptoms after mild COVID met diagnostic criteria for somatic symptom disorder, which may require specific management.","A. Kachaner, C. Lemogne, Julie Dave, B. Ranque, T. de Broucker, E. Meppiel",2022,44,"To assess the diagnosis of somatic symptom disorder (SSD) in patients with unexplained neurological symptoms occurring after SARS-CoV-2 infection, also referred to as long COVID. Single-centre observational study. Adult patients experiencing unexplained long-lasting neurological symptoms after mild COVID. Of the 58 consecutive patients referred in our centre, 50 were included. Patients were contacted for a standardised psychometric evaluation by phone, followed by a self-survey. Positive diagnosis of SSD according to the criteria of the Diagnostic and Statistical Manual of Mental Disorders-5 (DSM-5). Although the patients did not meet the DSM-5 criteria for a functional neurological symptom disorder specifically, SSD diagnosis based on DSM-5 criteria was positive in 32 (64%) patients. In the remaining 18 patients, SSD was considered possible given the high score on diagnostic scales. Physical examination were normal for all. Brain MRI showed unspecific minor white matter hyperintensities in 8/46 patients. Neuropsychological assessment showed exclusively mild impairment of attention in 14 out of 15 tested patients, in discrepancy with their major subjective complaint. Forty-five (90%) patients met criteria for Chronic Fatigue Syndrome. Seventeen (32%) patients were screened positive for mood-anxiety disorders, 19 (38%) had a history of prior SSD and 27 (54%) reported past trauma. Additional self-survey highlighted post-traumatic stress disorder in 12/43 (28%), high levels of alexithymia traits and perfectionism. Long-lasting symptoms had a major impact with a high rate of insomnia (29/43, 67%), psychiatric follow-up (28/50, 56%) and work or pay loss (25/50, 50%). A majority of patients with unexplained long-lasting neurological symptoms after mild COVID met diagnostic criteria for SSD and may require specific management. NCT04889313.","non-rct observational study","Journal of Neurology, Neurosurgery, and Psychiatry","1","10.1136/jnnp-2021-327899","https://consensus.app/papers/somatic-symptom-disorder-in-patients-with-postcovid19-kachaner-lemogne/8d2d86b881a652efb032c7bc97fff826/"
"Emerging roles of brain metabolism in cognitive impairment and neuropsychiatric disorders","Environmental factors, particularly oxidative stress and mitochondrial dysfunction, play a crucial role in cognitive impairment and neuropsychiatric disorders, with potential for novel approaches to alleviate these conditions.","I. Morella, R. Brambilla, L. Morè",2022,69,"","","Neuroscience & Biobehavioral Reviews","1","10.1016/j.neubiorev.2022.104892","https://consensus.app/papers/emerging-roles-of-brain-metabolism-in-cognitive-morella-brambilla/3408e4768dc65eca92c0c0d747d09b05/"
"Neuropsychological functioning, lifestyle and mental health in the aging process","The neuropsychological instrument is a valid and practical measure for assessing neuropsychological functioning in older adults, with correlations to physical activity and quality of life.","Jorge Oliveira, Manuel Domingos, Marta Barata, Sofia Borges Sousa, M. Raimundo, Tania Gaspar",2025,0,"There are multiple factors that influence cognitive functioning during ageing. 
This phase of life is associated with several biopsychosocial changes, which make individuals more vulnerable to the development of mental health problems such as depressive and anxiety disorders. 
A total of 614 participants was recruited from various institutions throughout the country, mainly day care centers and residential structures for older adults. The majority of the participants were female (n = 453; 73,8%), widowed (n = 220; 35,7%), and had children (n = 485; 78.9%). Most participants were living in their own homes (n = 326; 53,1%), and were retired (n = 445; 74,5%). In terms of education, most participants had completed 4 years of schooling, corresponding to the basic education level (n = 156; 25,5%). Regarding age, the average age of the sample was 69,61 (SD = 17,15) ranging from 24 to 99 years. 
The evaluation of neuropsychological functions was conducted by psychologists using a neuropsychological assessment questionnaire comprising tests that assess various cognitive functions, including orientation, attention, memory, language, gnosis, praxis, visuoconstructive ability, and executive functions (pre-frontal tests and the clock test). 
An in-depth psychometric study of the neuropsychological assessment battery in its different dimensions and its relationship with other lifestyle and mental health variables was carried out. The results proved to be quite adequate. 
In conclusion, these data suggest that the neuropsychological instrument is a valid and practical measure for assessing neuropsychological functioning. The correlations between neuropsychological performance in this test and physical activity, as well as quality of life, emphasize the importance of these factors in promoting active and healthy aging. 
 ","","Análisis y Modificación de Conducta","","10.33776/amc.v51i187.8845","https://consensus.app/papers/neuropsychological-functioning-lifestyle-and-mental-oliveira-domingos/bc7220002dd350c48d790cf3763fb6c8/"
"Treatment of functional neurological disorder: current state, future directions, and a research agenda","Respectful communication and comprehensive explanation of diagnosis are crucial for patients with functional neurological disorder (FND) to engage, adherence, and self-agency in treatment.","K. LaFaver, W. LaFrance, Michele E. Price, Phyllis Rosen, M. Rapaport",2020,30,"Functional neurological disorder (FND) encompasses a complex and heterogeneous group of neuropsychiatric syndromes commonly encountered in clinical practice. Patients with FND may present with a myriad of neurological symptoms and frequently have comorbid medical, neurological, and psychiatric disorders. Over the past decade, important advances have been made in understanding the pathophysiology of FND within a biopsychosocial framework. Many challenges remain in addressing the stigma associated with this diagnosis, refining diagnostic criteria, and providing access to evidence-based treatments. This paper outlines FND treatment approaches, emphasizing the importance of respectful communication and comprehensive explanation of the diagnosis to patients, as critical first step to enhance engagement, adherence, self-agency, and treatment outcomes. We then focus on a brief review of evidence-based treatments for psychogenic non-epileptic seizures and functional movement disorder, a guide for designing future treatment trials for FND, and a proposal for a treatment research agenda, in order to aid in advancing the field to develop and implement treatments for patients with FND.","","CNS Spectrums","2","10.1017/s1092852920002138","https://consensus.app/papers/treatment-of-functional-neurological-disorder-current-lafaver-lafrance/9b8dea6ed054566b958b0f924d23c6e8/"
"Using evidence-based psychotherapy to tailor treatment for patients with functional neurological disorders","Psychotherapy is recommended for patients with functional neurological disorders, particularly functional seizures, as it can help address psychosocial factors and address symptom onset and perpetuation.","L. Myers, M. Sarudiansky, G. Korman, G. Baslet",2021,31,"","","Epilepsy & Behavior Reports","3","10.1016/j.ebr.2021.100478","https://consensus.app/papers/using-evidencebased-psychotherapy-to-tailor-treatment-myers-sarudiansky/8fc0004dfe915cc7a73bf9404f0b9fa5/"
"From conversion disorder (DSM-IV-TR) to functional neurological symptom disorder (DSM-5): When a label changes the perspective for the neurologist, the psychiatrist and the patient","The DSM-5 replaces the traditional label ""conversion disorder"" with ""functional neurological symptom disorder"" to better integrate cognitive and neurobiological accounts of these disorders.","B. Demartini, A. D’Agostino, O. Gambini",2016,24,"","","Journal of the Neurological Sciences","1","10.1016/j.jns.2015.11.026","https://consensus.app/papers/from-conversion-disorder-dsmivtr-to-functional-demartini-d%E2%80%99agostino/5496dd6561f457b282aad3c0382defbe/"
